Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,30.896244049072266,33.62961019945671,25.537004459536615,27.579351393449077,855215656
1,2007-10-08,29.31458282470703,31.940456635517677,29.130310174450987,31.940456635517677,126671715
2,2007-10-09,31.31084632873535,31.58725309319482,27.74825868243687,29.32992354655404,116725709
3,2007-10-10,31.60260009765625,32.24755180015116,31.326193415322514,32.12470276583505,67931378
4,2007-10-11,35.13447952270508,36.85434961576896,31.326198423076104,36.85434961576896,106320954
5,2007-10-12,34.90414810180664,36.20940632940032,34.0902820400693,34.397401623032515,99410791
6,2007-10-15,35.36482620239258,35.84086403818401,35.05770663049196,35.62587867162326,41814972
7,2007-10-16,38.97349548339844,39.58773901832736,35.16521222653396,35.41090630804367,138614496
8,2007-10-17,42.01395797729492,42.996737867348905,32.58538567998248,35.011630953483305,204876259
9,2007-10-18,40.539794921875,45.899033527560846,38.804570041069134,42.689632089564846,146617799
10,2007-10-19,40.40158462524414,42.0446749285371,38.38994922315784,39.61842733170208,110266491
11,2007-10-22,39.8641357421875,41.10796848190724,38.54351893528964,39.587728929536034,72253405
12,2007-10-23,42.704986572265625,43.08888603056992,40.846910694727455,40.846910694727455,74594921
13,2007-10-24,42.044681549072266,44.07167158046381,41.56864370770731,43.61098805164334,63055170
14,2007-10-25,41.95253372192383,42.93531780824536,37.053975930549925,40.61656303649686,34522489
15,2007-10-26,43.211734771728516,43.90275382462318,41.53793139959775,42.68962982108886,62370025
16,2007-10-29,44.0870246887207,45.14658886147048,43.70312522983683,43.91811059304209,43657697
17,2007-10-30,45.06980514526367,46.28292483305114,43.36528919311174,44.68590571895585,79921711
18,2007-10-31,46.006526947021484,47.02002412717177,45.14659373256927,45.300153532691176,44655368
19,2007-11-01,44.97765350341797,47.49603466264543,44.60911266232375,47.142848127839834,50632492
20,2007-11-02,45.791534423828125,46.067945353428755,42.99674566407308,43.34993648176822,32001693
21,2007-11-05,46.72825241088867,47.75710376325044,45.4844157017078,45.760826636353954,38833135
22,2007-11-06,47.342491149902344,50.336906816404685,46.69753925015596,47.54211802788739,81880281
23,2007-11-07,46.651485443115234,48.8934571711594,45.60727948985599,48.21779645579248,33593141
24,2007-11-08,45.85295867919922,47.09679532983212,44.83946585178758,45.45370493884322,27990521
25,2007-11-12,46.958587646484375,47.78781204099281,43.25779482278589,44.4709186285343,35153735
26,2007-11-13,48.0795783996582,49.047004189621056,46.2368610223668,47.75710452486248,43830531
27,2007-11-14,47.44998550415039,49.599822468888014,47.204287351692095,48.92415775659733,36738579
28,2007-11-15,48.248497009277344,49.093075813341294,47.34249262596028,48.340631212581314,29242252
29,2007-11-16,47.91065216064453,49.00092466625391,47.357834588254526,48.03349912153966,18895294
30,2007-11-19,49.645877838134766,51.442527710043244,48.63238517478882,49.000926068017016,40716718
31,2007-11-20,48.87807846069336,50.82828805385533,48.27919378940968,49.44625034988499,26342171
32,2007-11-21,45.06980514526367,49.461612915994934,43.97952827520425,49.169851851346216,26814499
33,2007-11-22,43.518856048583984,46.40578353687611,41.630071396767015,44.59377461724457,34096185
34,2007-11-23,46.40576934814453,46.68217606245826,43.79524945685437,46.375056565315276,27664090
35,2007-11-26,46.77432632446289,48.12565174330723,46.40578530054691,48.12565174330723,20159123
